iter	Logloss
317	0.05114038356
318	0.05108487727
319	0.05103066947
320	0.05101316001
321	0.05098249258
322	0.05088065234
323	0.05063116328
324	0.05043215529
325	0.05038921152
326	0.05036669115
327	0.05013115225
328	0.05004577766
329	0.04987485551
330	0.04981454654
331	0.04978006959
332	0.04975029107
333	0.0496622786
334	0.04963056937
335	0.04953588955
336	0.04950557237
337	0.04945440429
338	0.04940877597
339	0.04923555441
340	0.04904701962
341	0.04899600448
342	0.04896252635
343	0.0487296147
344	0.0486256458
345	0.04833932017
346	0.04812561584
347	0.04805095661
348	0.04766898556
349	0.04749233473
350	0.04744434284
351	0.04739473497
352	0.04735508098
353	0.04720757386
354	0.04713114118
355	0.04710936655
356	0.04709693119
357	0.04703219033
358	0.0469187163
359	0.04685676081
360	0.04676548686
361	0.04662203475
362	0.04659297984
363	0.04648271052
364	0.04639000944
365	0.04620473082
366	0.04611828655
367	0.04609709809
368	0.04606015943
369	0.04603890449
370	0.04577634762
371	0.04572985765
372	0.04569260605
373	0.04567391504
374	0.0455577105
375	0.04539858549
376	0.04534225509
377	0.04532721664
378	0.04528919805
379	0.04497461557
380	0.04496565497
381	0.04486771918
382	0.04477870782
383	0.04475315152
384	0.04473326738
385	0.04471557037
386	0.04458043865
387	0.04455315754
388	0.04431077896
389	0.04426633067
390	0.04404569266
391	0.04380737844
392	0.04378943526
393	0.04374489277
394	0.0435073644
395	0.04348876189
396	0.04345763354
397	0.04341791642
398	0.04333098059
399	0.04322461291
400	0.04320412668
401	0.04316546967
402	0.04309744268
403	0.04308758912
404	0.04301616459
405	0.04271977471
406	0.0426799177
407	0.04263409832
408	0.04257360976
409	0.04242106243
410	0.04229320501
411	0.0421492591
412	0.04206546446
413	0.04194317085
414	0.04184113715
415	0.0417366001
416	0.0416309833
417	0.04155872298
418	0.04150428588
419	0.04128485561
420	0.0412686288
421	0.04124771886
422	0.04107513804
423	0.0410490878
424	0.04103503035
425	0.04099669627
426	0.0409692097
427	0.04069826847
428	0.04063417284
429	0.0406145739
430	0.04058466723
431	0.04053998263
432	0.0404291377
433	0.04040038303
434	0.0401249793
435	0.04011408816
436	0.04007632603
437	0.03998250888
438	0.03985293748
439	0.03982997128
440	0.03976760103
441	0.03975331939
442	0.03958545714
443	0.03956133248
444	0.03954774537
445	0.03940383032
446	0.03935135347
447	0.03931488063
448	0.03906936833
449	0.03898700898
450	0.03895357361
451	0.03874756262
452	0.03865446094
453	0.03856711237
454	0.0384892018
455	0.03844939672
456	0.03842178369
457	0.0382795869
458	0.03818229563
459	0.03808100048
460	0.0379731045
461	0.03788086505
462	0.03786277518
463	0.03777084802
464	0.03772976373
465	0.03766242229
466	0.03762715341
467	0.03754834901
468	0.03751569015
469	0.0373866461
470	0.03735136428
471	0.0372587224
472	0.03715973494
473	0.03697879973
474	0.03696654004
475	0.03695608065
476	0.03690079783
477	0.03682718082
478	0.03680440374
479	0.03675380409
480	0.03646907538
481	0.03617440768
482	0.03615531292
483	0.0361082434
484	0.03605621599
485	0.03601263863
486	0.03587586798
487	0.03581962093
488	0.0357146466
489	0.03556657341
490	0.03535430844
491	0.03525032973
492	0.03522784662
493	0.0352056615
494	0.03507368217
495	0.03505089487
496	0.03502647315
497	0.03498453618
498	0.03493131347
499	0.03487676045
500	0.03465204291
501	0.03458392093
502	0.0345678709
503	0.0345202307
504	0.03451008212
505	0.03445476709
506	0.03433508855
507	0.03431565147
508	0.03418333233
509	0.03409681208
510	0.03409355944
511	0.0340895257
512	0.03405339035
513	0.0339892078
514	0.03397099803
515	0.03394160809
516	0.03384331378
517	0.03368005414
518	0.03367563931
519	0.0336541572
520	0.03363247595
521	0.03361911746
522	0.03346084127
523	0.03336302798
524	0.03328990587
525	0.03327089969
526	0.03319564484
527	0.03316664512
528	0.03316330375
529	0.03314500609
530	0.0330663262
531	0.03305197563
532	0.03301403205
533	0.03284760062
534	0.03273492242
535	0.03263868985
536	0.03262754148
537	0.03259833012
538	0.03247543861
539	0.03224780358
540	0.03221919475
541	0.0321662954
542	0.03201859182
543	0.03199499941
544	0.03195285031
545	0.03191305124
546	0.03184910249
547	0.0318310432
548	0.03164086215
549	0.0316275029
550	0.0316113917
551	0.03150037817
552	0.03148564354
553	0.03147460245
554	0.0314680169
555	0.03142487664
556	0.03141170141
557	0.03119929804
558	0.03116988812
559	0.03115372002
560	0.03114147219
561	0.0310917997
562	0.03106749592
563	0.03104408885
564	0.0310420617
565	0.03082135139
566	0.03080933001
567	0.03076456222
568	0.03073876579
569	0.03063298209
570	0.03047395855
571	0.03044031751
572	0.0303859279
573	0.03019017165
574	0.03017426546
575	0.03015304765
576	0.03014115121
577	0.03011907783
578	0.03010384673
579	0.03008929532
580	0.03006743084
581	0.03003808931
582	0.02999123102
583	0.02989801637
584	0.0298889445
585	0.02987455234
586	0.02966909902
587	0.02966000584
588	0.02959554753
589	0.02955055388
590	0.02953326122
591	0.02947251842
592	0.02944079206
593	0.02942005417
594	0.02937908802
595	0.02934028923
596	0.0293351151
597	0.02928456728
598	0.02907922165
599	0.02905533024
600	0.02897844906
601	0.02896902917
602	0.02896214055
603	0.02894412125
604	0.02893276322
605	0.0287276634
606	0.0287181048
607	0.02868765631
608	0.02867359467
609	0.02865933041
610	0.02864644124
611	0.02864457023
612	0.02859880012
613	0.02849823687
614	0.02847809717
615	0.02846828042
616	0.02845002493
617	0.02841759544
618	0.02839900868
619	0.02836609352
620	0.02832366525
621	0.0282817193
622	0.02826786006
623	0.02825485748
624	0.02823803617
625	0.02820903492
626	0.02820044161
627	0.02818238374
628	0.02817671154
629	0.02814842525
630	0.02813132348
631	0.02806599085
632	0.02805228227
633	0.02799331477
634	0.02797917066
635	0.02797231522
636	0.02791517341
637	0.02774881611
638	0.0277465988
639	0.02773839209
640	0.02772120019
641	0.02763205141
642	0.02758325799
643	0.02747658881
644	0.02742138634
645	0.02732585655
646	0.02718802837
647	0.02717583826
648	0.02715894026
649	0.02714799854
650	0.02710811237
651	0.02708421804
652	0.02702050477
653	0.02683981969
654	0.02668013719
655	0.02666613348
656	0.02665314023
657	0.02664427732
658	0.02662220893
659	0.02655757939
660	0.02651073977
661	0.02639683574
662	0.02638814832
663	0.02627567284
664	0.02625649373
665	0.02625192488
666	0.02624368318
667	0.02623488922
668	0.02612326917
669	0.0260602114
670	0.02591918791
671	0.0259021498
672	0.02587931228
673	0.02586038316
674	0.02567325852
675	0.02566854313
676	0.02565611054
677	0.02556525533
678	0.02553023959
679	0.02547862649
680	0.02545996494
681	0.02541555054
682	0.02536525292
683	0.02535305405
684	0.02518503891
685	0.02517761692
686	0.02510519757
687	0.02506287781
688	0.02505149618
689	0.02503731088
690	0.02502153707
691	0.0249755247
692	0.02486659634
693	0.02485069368
694	0.02480092787
695	0.02479504944
696	0.0246684036
697	0.0246531191
698	0.02458964819
699	0.02448625763
700	0.02439861025
701	0.0243884724
702	0.0243858798
703	0.02426666583
704	0.02426263961
705	0.02410501517
706	0.02409682347
707	0.02404089004
708	0.02402757207
709	0.02401851868
710	0.02400347784
711	0.02398940891
712	0.02393471458
713	0.02393092668
714	0.02392164645
715	0.02391205227
716	0.02389774595
717	0.02388068026
718	0.02386079963
719	0.02382057759
720	0.02380786625
721	0.02373420163
722	0.02373028296
723	0.02369104375
724	0.02368377424
725	0.02364289587
726	0.0236354774
727	0.02361362726
728	0.02360777666
729	0.02359808962
730	0.023580901
731	0.02357125552
732	0.02355495344
733	0.02339263502
734	0.02333166089
735	0.02324374421
736	0.02322738936
737	0.02315629033
738	0.02315069611
739	0.02314310194
740	0.02312602211
741	0.02293094154
742	0.02290961829
743	0.02288802804
744	0.02286749949
745	0.02286018048
746	0.02284630784
747	0.02282483278
748	0.02280936657
749	0.02266463233
750	0.0224949018
751	0.02249013359
752	0.02247509567
753	0.02246939774
754	0.02246256881
755	0.02245072773
756	0.02244110262
757	0.02232147768
758	0.0223144229
759	0.02229553484
760	0.02228707529
761	0.02225200666
762	0.02224372657
763	0.0221661856
764	0.02216063127
765	0.02215407607
766	0.02211672085
767	0.02202800371
768	0.0220212111
769	0.0218908966
770	0.02188369941
771	0.02187200885
772	0.02174038365
773	0.02159752848
774	0.02159094113
775	0.02158528086
776	0.02157622022
777	0.02152989985
778	0.02147534282
779	0.02146620131
780	0.0214047577
781	0.02129582448
782	0.02118142834
783	0.0210757717
784	0.02106455653
785	0.02105426728
786	0.02103957916
787	0.02103639135
788	0.02100333468
789	0.02099491315
790	0.02099121409
791	0.02098039053
792	0.02095293405
793	0.02094984257
794	0.02092741355
795	0.02091388636
796	0.02090718916
797	0.02090074674
798	0.02089389001
799	0.02087675322
800	0.02073569948
801	0.02072215517
802	0.02060666123
803	0.0205521315
804	0.02054555917
805	0.02053957999
806	0.02041228443
807	0.02040438289
808	0.02039666791
809	0.02039108916
810	0.02038219055
811	0.02037157598
812	0.02036766427
813	0.02036030575
814	0.02023452228
815	0.02013786168
816	0.02013096812
817	0.02012605676
818	0.02000447248
819	0.01988576963
820	0.01987912043
821	0.01987199123
822	0.01986014556
823	0.01985046787
824	0.01983404085
825	0.01982783578
826	0.01981822142
827	0.01981014476
828	0.01980383142
829	0.01979506551
830	0.01967050553
831	0.01966510427
832	0.01965990819
833	0.01955698378
834	0.01952286606
835	0.01951479442
836	0.01950237402
837	0.01939749084
838	0.01939145625
839	0.01938203486
840	0.01937476564
841	0.01936328157
842	0.01935672647
843	0.01924190937
844	0.01923477749
845	0.01923038881
846	0.01922039981
847	0.01912269259
848	0.01911502894
849	0.0191089901
850	0.01907989717
851	0.01907486309
852	0.01906793004
853	0.01893432748
854	0.01892545974
855	0.01889208419
856	0.01888232023
857	0.0188771716
858	0.01887035908
859	0.01885248625
860	0.01873771346
861	0.01870808166
862	0.0187035594
863	0.01859204909
864	0.01858627535
865	0.01848023698
866	0.01847387715
867	0.0184679555
868	0.01845904901
869	0.01845002375
870	0.01844541351
871	0.01843757235
872	0.01831442805
873	0.01822775952
874	0.01811326798
875	0.01801465862
876	0.01790433396
877	0.01781481648
878	0.01781131792
879	0.0178059511
880	0.01780022951
881	0.01779263208
882	0.01775843649
883	0.0177534132
884	0.01774678814
885	0.01773984243
886	0.01773192518
887	0.0176373087
888	0.01753692529
889	0.01753202015
890	0.01752777492
891	0.01742154907
892	0.01741256779
893	0.01740674503
894	0.01739984487
895	0.01728840126
896	0.01728323433
897	0.017277456
898	0.01727152799
899	0.01726321544
900	0.01725892099
901	0.01725224219
902	0.01724807702
903	0.01724213138
904	0.01723010843
905	0.01722254528
906	0.01720417428
907	0.01719915683
908	0.01719142869
909	0.01718730803
910	0.01718251683
911	0.01717580599
912	0.01716665397
913	0.01716189854
914	0.01715500855
915	0.01714645901
916	0.01713814353
917	0.01706620249
918	0.01706018898
919	0.01696643651
920	0.01695995226
921	0.01686681157
922	0.0168605967
923	0.01685394462
924	0.01684708385
925	0.01684271262
926	0.01681421722
927	0.01680576102
928	0.01680101497
929	0.0167955987
930	0.01669812489
931	0.01668879617
932	0.01658756776
933	0.01658242257
934	0.01657758936
935	0.01657309913
936	0.01656920145
937	0.01656414343
938	0.01655835799
939	0.01655599744
940	0.01654729659
941	0.01654080853
942	0.01644026634
943	0.01634830678
944	0.01626377239
945	0.01626017163
946	0.01616646412
947	0.01616052073
948	0.01615566276
949	0.01615076766
950	0.01612066632
951	0.01611453658
952	0.0161098944
953	0.01610713055
954	0.01610047541
955	0.01609533458
956	0.01609087164
957	0.01601124728
958	0.01600597642
959	0.01592013071
960	0.01589559973
961	0.01588733147
962	0.01588238405
963	0.01587367615
964	0.01578363296
965	0.01570431747
966	0.01569926298
967	0.01568190645
968	0.0156774618
969	0.01567271554
970	0.01566820588
971	0.01566474695
972	0.01566049417
973	0.01564637959
974	0.01563811436
975	0.01563298047
976	0.01556604066
977	0.01555956583
978	0.01554332094
979	0.01553931678
980	0.01553492908
981	0.01553014232
982	0.01552707598
983	0.01551904627
984	0.01546426529
985	0.01538402278
986	0.01537721787
987	0.01529182889
988	0.01521001702
989	0.01520638258
990	0.01520144479
991	0.0151945305
992	0.0151055736
993	0.01510292145
994	0.01502873531
995	0.01501313936
996	0.01500737333
997	0.01499879788
998	0.01499264165
999	0.01498634163
